site,Date,Tmax,Tmin,Prec,LW,RHmax,RHmin,chillState,ChillRate,antiChillState,forcingRate,forcingState,cycleCompletion,bbchCode,bbchPhase,plantSusceptibility,Rule310,Epi,Ipi,Dmcast,Magarey,UCSC,misfits,laore,onsRule310,onsEpi,onsIpi,onsDmcast,onsMagarey,onsUCSC,onsmisfits,onslaore,pressureRule310,pressureEpi,pressureIpi,pressureDmcast,pressureMagarey,pressureUCSC,pressureMisfits,pressureLaore
..\..\..\files\weather\calibration\daily\Pianella.csv,1/1/2010 12:00:00 AM,9.5457115,9.5457115,0.69166666,1,86.02727,86.02727,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/2/2010 12:00:00 AM,18.03,6.7427816,16.1125,24,94.92266,49.559902,-2.7872407,-2.7872407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/3/2010 12:00:00 AM,15.21,3.2746754,4.695833,23,91.51507,47.1501,-7.617771,-4.83053,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/4/2010 12:00:00 AM,13.21,1.5699997,0.112500004,1,83.476105,37.647118,-12.995155,-5.377384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/5/2010 12:00:00 AM,7.98,2.5099998,2.7791667,24,91.21307,58.74261,-15.730156,-2.7350001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/6/2010 12:00:00 AM,10.53,5.87,4.7875,24,95.612755,69.666985,-18.030016,-2.2998605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/7/2010 12:00:00 AM,13.51,6.14,8.804167,24,95.29662,58.13181,-20.879189,-2.849172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/8/2010 12:00:00 AM,14.54,6.6500006,2.2791667,24,95.813484,56.625877,-23.518003,-2.6388144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/9/2010 12:00:00 AM,14.48,7.325534,8.591666,24,99.106606,63.83342,-25.692589,-2.174585,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
..\..\..\files\weather\calibration\daily\Pianella.csv,1/10/2010 12:00:00 AM,14.41,6.0197644,5.9541664,24,94.4888,54.25648,-28.728733,-3.0361452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
