site,Date,temp,prec,RH,lw
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 7:00:00 AM,4.862478,0,70.77558,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 8:00:00 AM,6.1419435,0,64.75992,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 9:00:00 AM,7.514981,0,58.931797,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 10:00:00 AM,8.88802,0,53.6838,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 11:00:00 AM,10.167489,0,49.260166,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 12:00:00 PM,11.266194,0,45.785435,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 1:00:00 PM,12.1092615,0,43.30494,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 2:00:00 PM,12.6392355,0,41.82283,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 3:00:00 PM,12.82,0,41.33037,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 4:00:00 PM,12.6392355,0,41.82283,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 5:00:00 PM,12.1092615,0,43.30494,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 6:00:00 PM,11.266194,0,45.785435,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 7:00:00 PM,10.167489,0,49.260166,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 8:00:00 PM,8.88802,0,53.6838,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 9:00:00 PM,7.514981,0,58.931797,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 10:00:00 PM,6.1419435,0,64.75992,0,
..\..\..\files\Weather\daily\Calosso.csv,1/2/2018 11:00:00 PM,4.862478,0,70.77558,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 12:00:00 AM,3.9487727,0,75.87231,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 1:00:00 AM,3.0596106,0,80.7853,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 2:00:00 AM,2.500656,0,84.05505,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 3:00:00 AM,2.3099995,0,85.2039,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 4:00:00 AM,2.500635,0,84.055176,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 5:00:00 AM,3.05957,0,80.78553,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 6:00:00 AM,3.9487154,0,75.87261,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 7:00:00 AM,5.107476,0,69.963165,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 8:00:00 AM,6.4568844,0,63.719986,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 9:00:00 AM,7.9049797,0,57.703583,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 10:00:00 AM,9.353076,0,52.315235,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 11:00:00 AM,10.702488,0,47.796486,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 12:00:00 PM,11.861256,0,44.262985,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 1:00:00 PM,12.750409,0,41.749657,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 2:00:00 PM,13.309354,0,40.25171,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 3:00:00 PM,13.5,0,39.754635,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 4:00:00 PM,13.309354,0,40.25171,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 5:00:00 PM,12.750409,0,41.749657,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 6:00:00 PM,11.861256,0,44.262985,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 7:00:00 PM,10.702488,0,47.796486,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 8:00:00 PM,9.353076,0,52.315235,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 9:00:00 PM,7.9049797,0,57.703583,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 10:00:00 PM,6.4568844,0,63.719986,0,
..\..\..\files\Weather\daily\Calosso.csv,1/3/2018 11:00:00 PM,5.107476,0,69.963165,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 12:00:00 AM,5.416007,0,79.72901,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 1:00:00 AM,4.58803,0,84.466064,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 2:00:00 AM,4.0675373,0,87.604454,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 3:00:00 AM,3.8900003,0,88.704544,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 4:00:00 AM,4.0675178,0,87.60458,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 5:00:00 AM,4.587992,0,84.466286,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 6:00:00 AM,5.4159536,0,79.72931,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 7:00:00 AM,6.4949784,0,73.995224,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 8:00:00 AM,7.751532,0,67.89078,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 9:00:00 AM,9.099981,0,61.95855,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 10:00:00 AM,10.448432,0,56.60016,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 11:00:00 AM,11.704989,0,52.070118,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 12:00:00 PM,12.78402,0,48.502506,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 1:00:00 PM,13.61199,0,45.950375,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 2:00:00 PM,14.132473,0,44.423214,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 3:00:00 PM,14.31,0,43.9154,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 4:00:00 PM,14.132473,0,44.423214,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 5:00:00 PM,13.61199,0,45.950375,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 6:00:00 PM,12.78402,0,48.502506,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 7:00:00 PM,11.704989,0,52.070118,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 8:00:00 PM,10.448432,0,56.60016,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 9:00:00 PM,9.099981,0,61.95855,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 10:00:00 PM,7.751532,0,67.89078,0,
..\..\..\files\Weather\daily\Calosso.csv,1/4/2018 11:00:00 PM,6.4949784,0,73.995224,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 12:00:00 AM,4.392308,0,81.761246,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 1:00:00 AM,3.7725172,0,85.39883,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 2:00:00 AM,3.3828974,0,87.77784,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 3:00:00 AM,3.25,0,88.606155,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 4:00:00 AM,3.3828826,0,87.77793,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 5:00:00 AM,3.7724888,0,85.399,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 6:00:00 AM,4.3922687,0,81.761475,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 7:00:00 AM,5.1999836,0,77.27789,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 8:00:00 AM,6.14059,0,72.39919,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 9:00:00 AM,7.149986,0,67.54293,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 10:00:00 AM,8.159383,0,63.047844,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 11:00:00 AM,9.099992,0,59.158386,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 12:00:00 PM,9.907712,0,56.031822,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 1:00:00 PM,10.527497,0,53.757954,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 2:00:00 PM,10.91711,0,52.38148,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 3:00:00 PM,11.05,0,51.92105,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 4:00:00 PM,10.91711,0,52.38148,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 5:00:00 PM,10.527497,0,53.757954,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 6:00:00 PM,9.907712,0,56.031822,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 7:00:00 PM,9.099992,0,59.158386,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 8:00:00 PM,8.159383,0,63.047844,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 9:00:00 PM,7.149986,0,67.54293,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 10:00:00 PM,6.14059,0,72.39919,0,
..\..\..\files\Weather\daily\Calosso.csv,1/5/2018 11:00:00 PM,5.1999836,0,77.27789,0,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 12:00:00 AM,6.2913613,0.24166667,91.79523,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 1:00:00 AM,6.0084825,0.24166667,93.60617,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 2:00:00 AM,5.830656,0.24166667,94.765,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 3:00:00 AM,5.7700005,0.24166667,95.16393,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 4:00:00 AM,5.8306494,0.24166667,94.765045,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 5:00:00 AM,6.0084696,0.24166667,93.606255,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 6:00:00 AM,6.291343,0.24166667,91.795334,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 7:00:00 AM,6.6599927,0.24166667,89.49378,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 8:00:00 AM,7.089295,0.24166667,86.89443,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 9:00:00 AM,7.5499935,0.24166667,84.19845,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 10:00:00 AM,8.010693,0.24166667,81.595634,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 11:00:00 AM,8.439997,0.24166667,79.25092,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 12:00:00 PM,8.808648,0.24166667,77.29752,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 1:00:00 PM,9.091524,0.24166667,75.83511,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 2:00:00 PM,9.269348,0.24166667,74.93165,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 3:00:00 PM,9.33,0.24166667,74.62625,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 4:00:00 PM,9.269348,0.24166667,74.93165,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 5:00:00 PM,9.091524,0.24166667,75.83511,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 6:00:00 PM,8.808648,0.24166667,77.29752,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 7:00:00 PM,8.439997,0.24166667,79.25092,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 8:00:00 PM,8.010693,0.24166667,81.595634,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 9:00:00 PM,7.5499935,0.24166667,84.19845,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 10:00:00 PM,7.089295,0.24166667,86.89443,1,
..\..\..\files\Weather\daily\Calosso.csv,1/6/2018 11:00:00 PM,6.6599927,0.24166667,89.49378,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 12:00:00 AM,7.2141275,0,93.36377,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 1:00:00 AM,6.870064,0,95.59248,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 2:00:00 AM,6.6537747,0,97.02393,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 3:00:00 AM,6.58,0,97.517654,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 4:00:00 AM,6.6537666,0,97.02399,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 5:00:00 AM,6.870048,0,95.592575,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 6:00:00 AM,7.214105,0,93.3639,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 7:00:00 AM,7.662491,0,90.54609,1,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 8:00:00 AM,8.184648,0,87.38383,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 9:00:00 AM,8.744992,0,84.12695,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 10:00:00 AM,9.305337,0,81.00523,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 11:00:00 AM,9.827496,0,78.21251,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 12:00:00 PM,10.275884,0,75.90013,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 1:00:00 PM,10.619944,0,74.177635,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 2:00:00 PM,10.836229,0,73.117226,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 3:00:00 PM,10.91,0,72.759445,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 4:00:00 PM,10.836229,0,73.117226,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 5:00:00 PM,10.619944,0,74.177635,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 6:00:00 PM,10.275884,0,75.90013,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 7:00:00 PM,9.827496,0,78.21251,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 8:00:00 PM,9.305337,0,81.00523,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 9:00:00 PM,8.744992,0,84.12695,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 10:00:00 PM,8.184648,0,87.38383,0,
..\..\..\files\Weather\daily\Calosso.csv,1/7/2018 11:00:00 PM,7.662491,0,90.54609,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 12:00:00 AM,8.454794,1.4875001,97.34692,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 1:00:00 AM,8.159201,1.4875001,99.31964,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 2:00:00 AM,7.973382,1.4875001,100,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 3:00:00 AM,7.9100003,1.4875001,100,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 4:00:00 AM,7.9733753,1.4875001,100,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 5:00:00 AM,8.159187,1.4875001,99.31973,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 6:00:00 AM,8.454775,1.4875001,97.34704,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 7:00:00 AM,8.839993,1.4875001,94.84162,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 8:00:00 AM,9.2885895,1.4875001,92.01445,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 9:00:00 AM,9.769994,1.4875001,89.08492,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 10:00:00 AM,10.251398,1.4875001,86.25937,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 11:00:00 AM,10.699997,1.4875001,83.71637,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 12:00:00 PM,11.0852165,1.4875001,81.5995,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 1:00:00 PM,11.380807,1.4875001,80.01578,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 2:00:00 PM,11.566623,1.4875001,79.03784,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 3:00:00 PM,11.630001,1.4875001,78.70735,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 4:00:00 PM,11.566623,1.4875001,79.03784,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 5:00:00 PM,11.380807,1.4875001,80.01578,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 6:00:00 PM,11.0852165,1.4875001,81.5995,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 7:00:00 PM,10.699997,1.4875001,83.71637,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 8:00:00 PM,10.251398,1.4875001,86.25937,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 9:00:00 PM,9.769994,1.4875001,89.08492,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 10:00:00 PM,9.2885895,1.4875001,92.01445,1,
..\..\..\files\Weather\daily\Calosso.csv,1/8/2018 11:00:00 PM,8.839993,1.4875001,94.84162,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 12:00:00 AM,6.86534,0.8625,92.54115,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 1:00:00 AM,6.5260444,0.8625,94.72543,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 2:00:00 AM,6.3127527,0.8625,96.128,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 3:00:00 AM,6.24,0.8625,96.6117,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 4:00:00 AM,6.3127446,0.8625,96.12805,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 5:00:00 AM,6.526029,0.8625,94.72553,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 6:00:00 AM,6.865319,0.8625,92.54129,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 7:00:00 AM,7.307491,0.8625,89.77872,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 8:00:00 AM,7.8224125,0.8625,86.67717,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 9:00:00 AM,8.374992,0.8625,83.48136,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 10:00:00 AM,8.927572,0.8625,80.41673,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 11:00:00 AM,9.442495,0.8625,77.67385,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 12:00:00 PM,9.88467,0.8625,75.40185,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 1:00:00 PM,10.223963,0.8625,73.70886,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 2:00:00 PM,10.437251,0.8625,72.6664,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 3:00:00 PM,10.51,0.8625,72.31461,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 4:00:00 PM,10.437251,0.8625,72.6664,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 5:00:00 PM,10.223963,0.8625,73.70886,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 6:00:00 PM,9.88467,0.8625,75.40185,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 7:00:00 PM,9.442495,0.8625,77.67385,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 8:00:00 PM,8.927572,0.8625,80.41673,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 9:00:00 PM,8.374992,0.8625,83.48136,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 10:00:00 PM,7.8224125,0.8625,86.67717,1,
..\..\..\files\Weather\daily\Calosso.csv,1/9/2018 11:00:00 PM,7.307491,0.8625,89.77872,1,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 12:00:00 AM,5.007027,0,85.119576,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 1:00:00 AM,4.5040426,0,88.16316,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 2:00:00 AM,4.187851,0,90.13857,1,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 3:00:00 AM,4.08,0,90.82363,1,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 4:00:00 AM,4.1878395,0,90.13864,1,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 5:00:00 AM,4.5040197,0,88.1633,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 6:00:00 AM,5.0069947,0,85.119774,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 7:00:00 AM,5.6624866,0,81.32796,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 8:00:00 AM,6.425825,0,77.14813,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 9:00:00 AM,7.2449884,0,72.9276,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 10:00:00 AM,8.064153,0,68.963486,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 11:00:00 AM,8.827494,0,65.48531,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 12:00:00 PM,9.482988,0,62.654633,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 1:00:00 PM,9.985969,0,60.575302,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 2:00:00 PM,10.302155,0,59.307766,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 3:00:00 PM,10.41,0,58.88223,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 4:00:00 PM,10.302155,0,59.307766,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 5:00:00 PM,9.985969,0,60.575302,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 6:00:00 PM,9.482988,0,62.654633,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 7:00:00 PM,8.827494,0,65.48531,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 8:00:00 PM,8.064153,0,68.963486,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 9:00:00 PM,7.2449884,0,72.9276,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 10:00:00 PM,6.425825,0,77.14813,0,
..\..\..\files\Weather\daily\Calosso.csv,1/10/2018 11:00:00 PM,5.6624866,0,81.32796,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 12:00:00 AM,3.8327668,0,80.71599,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 1:00:00 AM,3.2344298,0,84.19602,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 2:00:00 AM,2.8582966,0,86.46925,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 3:00:00 AM,2.7299998,0,87.26025,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 4:00:00 AM,2.8582826,0,86.46934,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 5:00:00 AM,3.2344027,0,84.19618,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 6:00:00 AM,3.8327281,0,80.7162,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 7:00:00 AM,4.612484,0,76.41953,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 8:00:00 AM,5.520531,0,71.734634,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 9:00:00 AM,6.494986,0,67.06073,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 10:00:00 AM,7.4694424,0,62.724495,0,
..\..\..\files\Weather\daily\Calosso.csv,1/11/2018 11:00:00 AM,8.377492,0,58.964252,0,
