site,year,month,day,T2M_MAX,T2M_MIN,PRECTOTCORR
Rome,2013,12,31,14.3,6.51,1.22
Rome,2014,1,1,12.87,5.01,0
Rome,2014,1,2,11.08,2.69,1.23
Rome,2014,1,3,14.6,7.41,1.39
Rome,2014,1,4,14.51,8.71,1.33
Rome,2014,1,5,12.9,7.85,7.9
Rome,2014,1,6,15.05,3.74,0.03
Rome,2014,1,7,14.31,5.65,0
Rome,2014,1,8,14.2,6.8,0
Rome,2014,1,9,12.72,6.86,0.01
Rome,2014,1,10,12.81,6.44,0.02
Rome,2014,1,11,12.95,6.92,0.01
Rome,2014,1,12,13.48,7.75,0.1
Rome,2014,1,13,14.19,7.19,0.05
Rome,2014,1,14,10.53,7.86,23.77
Rome,2014,1,15,13.7,3.9,0.45
Rome,2014,1,16,12.33,4.2,0.01
Rome,2014,1,17,13.15,9.02,0.28
Rome,2014,1,18,14.83,10.37,0.44
Rome,2014,1,19,14.65,10.33,10.82
Rome,2014,1,20,12.08,8.27,4.98
Rome,2014,1,21,10.44,6.11,4.55
Rome,2014,1,22,11.57,4.86,2.88
Rome,2014,1,23,11.7,4.46,3.88
Rome,2014,1,24,10.27,3.33,14.38
Rome,2014,1,25,9.4,0.9,0.09
Rome,2014,1,26,11.01,-0.27,0.24
Rome,2014,1,27,7.83,0.8,13.37
Rome,2014,1,28,9.44,1.49,0.13
Rome,2014,1,29,10.1,-0.04,20.56
Rome,2014,1,30,12.76,9.17,14.48
Rome,2014,1,31,13.28,11.76,38.55
Rome,2014,2,1,14.53,9.06,11.35
Rome,2014,2,2,11.21,9.02,19.84
Rome,2014,2,3,11.87,8.58,11.46
Rome,2014,2,4,12.22,7.05,3.12
Rome,2014,2,5,10.59,6.73,22.62
Rome,2014,2,6,13.26,7.37,9.03
Rome,2014,2,7,14.09,4.05,10.85
Rome,2014,2,8,13.93,7.86,7.51
Rome,2014,2,9,13.21,7.6,5.01
Rome,2014,2,10,12.19,6.77,23.65
Rome,2014,2,11,11.61,7.54,10.69
Rome,2014,2,12,12.2,4.72,0.72
Rome,2014,2,13,13.3,3.58,0.01
Rome,2014,2,14,15.45,7.61,0.02
Rome,2014,2,15,16.12,6.01,4.42
Rome,2014,2,16,17.36,8.86,7.59
Rome,2014,2,17,17.65,9.9,14.45
Rome,2014,2,18,19.4,9.77,0.22
Rome,2014,2,19,16.26,9.94,2.38
Rome,2014,2,20,13.98,9.4,20.56
Rome,2014,2,21,15.52,7.22,5.05
Rome,2014,2,22,14.29,5.72,11.95
Rome,2014,2,23,13.02,2.7,7.84
Rome,2014,2,24,14.36,1.98,0.02
Rome,2014,2,25,14.51,4.49,0.21
Rome,2014,2,26,12.8,4.08,1.5
Rome,2014,2,27,12.86,6.31,2.39
Rome,2014,2,28,10.67,5.84,9.18
Rome,2014,3,1,10.01,6.06,17
Rome,2014,3,2,9.54,4.28,2.18
Rome,2014,3,3,13.27,3.08,7.59
Rome,2014,3,4,10.71,5.65,9.82
Rome,2014,3,5,14.39,3.19,0.31
Rome,2014,3,6,14.11,6.11,0.17
Rome,2014,3,7,16.7,4.79,0.05
Rome,2014,3,8,14.3,5.8,0
Rome,2014,3,9,16.45,4.12,0
Rome,2014,3,10,13.75,4.51,0.02
Rome,2014,3,11,14.23,5.62,0.23
Rome,2014,3,12,16.05,3.35,0
Rome,2014,3,13,17.59,5.99,0
Rome,2014,3,14,17.68,6.48,0
Rome,2014,3,15,17.91,7.96,0
Rome,2014,3,16,19.37,6.76,0
Rome,2014,3,17,19.92,9.85,0.01
Rome,2014,3,18,18.16,7.75,0.01
Rome,2014,3,19,18.01,7.8,0
Rome,2014,3,20,20.62,8.27,0
Rome,2014,3,21,19.12,9.11,0
Rome,2014,3,22,16.34,9.6,3.62
Rome,2014,3,23,15.83,7.96,3.02
Rome,2014,3,24,11.23,4.94,1.89
Rome,2014,3,25,10.71,3.35,3.17
Rome,2014,3,26,13.15,4.85,2.45
Rome,2014,3,27,11.28,7.3,5.41
Rome,2014,3,28,15.94,5.19,1.17
Rome,2014,3,29,19.32,6.25,0
Rome,2014,3,30,19.13,8.66,0
Rome,2014,3,31,20.15,8.56,0
Rome,2014,4,1,18.42,6.38,0.01
Rome,2014,4,2,18.13,6.88,0.01
Rome,2014,4,3,16.71,9.23,0
Rome,2014,4,4,16.4,9.85,10.55
Rome,2014,4,5,16.88,8.18,1.47
Rome,2014,4,6,21.73,6.93,0
Rome,2014,4,7,23.32,9.65,0
Rome,2014,4,8,22.64,10.32,0
Rome,2014,4,9,20.18,8.75,0.16
Rome,2014,4,10,19.04,7.26,0
Rome,2014,4,11,19.53,8.53,0
Rome,2014,4,12,18.55,9.08,0.25
Rome,2014,4,13,19.79,11.65,2.43
Rome,2014,4,14,19.94,9.54,0.02
Rome,2014,4,15,17.51,5.93,2.1
Rome,2014,4,16,14.18,3.79,0.12
Rome,2014,4,17,14.64,3.73,0.03
Rome,2014,4,18,19.14,4,0.01
Rome,2014,4,19,15.49,9.51,11.85
Rome,2014,4,20,19.17,9.58,0.37
Rome,2014,4,21,20.65,11.04,0.12
Rome,2014,4,22,21.01,9.47,0.09
Rome,2014,4,23,20.94,12.37,1.48
Rome,2014,4,24,21.1,9.65,0.05
Rome,2014,4,25,23.08,10.66,0.14
Rome,2014,4,26,20.66,12.17,4.04
Rome,2014,4,27,16.35,10.81,6.71
Rome,2014,4,28,16.98,9.8,11.01
Rome,2014,4,29,17.81,9.94,4.41
Rome,2014,4,30,18.83,10.33,2.19
Rome,2014,5,1,20.88,10.24,0.95
Rome,2014,5,2,16.05,10.12,24.29
Rome,2014,5,3,17.01,9.81,9.52
Rome,2014,5,4,17.95,8.73,2.37
Rome,2014,5,5,21.01,7.14,0
Rome,2014,5,6,23.38,8.95,0.01
Rome,2014,5,7,20.62,10.08,0.02
Rome,2014,5,8,22.8,11.38,0.01
Rome,2014,5,9,24.89,10.33,0
Rome,2014,5,10,23.92,12.58,0.01
Rome,2014,5,11,21.9,12.57,0
Rome,2014,5,12,22.19,11.96,0
Rome,2014,5,13,20.2,11.19,1.75
Rome,2014,5,14,20.19,9.19,0.32
Rome,2014,5,15,20.58,8.87,0.03
Rome,2014,5,16,18.68,9.42,0.03
Rome,2014,5,17,21.15,10.36,0.02
Rome,2014,5,18,21.74,9.54,0.02
Rome,2014,5,19,21.05,10.61,1.44
Rome,2014,5,20,23.74,12.66,0.04
Rome,2014,5,21,25.87,13.76,0
Rome,2014,5,22,26.37,15.21,0
Rome,2014,5,23,23.4,15.96,4.6
Rome,2014,5,24,25.51,13.61,0.27
Rome,2014,5,25,27.27,14.83,0.84
Rome,2014,5,26,23.88,14.38,0.69
Rome,2014,5,27,20.83,13.19,0.48
Rome,2014,5,28,21.39,13.41,0.11
Rome,2014,5,29,21.13,13.4,0.05
Rome,2014,5,30,23.12,11.94,0.36
Rome,2014,5,31,19.5,11.91,2.51
Rome,2014,6,1,22.35,9.78,0.36
Rome,2014,6,2,24.15,10.45,0
Rome,2014,6,3,26.19,12.76,0.08
Rome,2014,6,4,26.17,13.94,0.01
Rome,2014,6,5,24.83,13.53,0
Rome,2014,6,6,28.03,14.53,0
Rome,2014,6,7,30.7,18.75,0
Rome,2014,6,8,32.23,18.12,0
Rome,2014,6,9,32.72,17.42,0
Rome,2014,6,10,32.45,19.84,0.1
Rome,2014,6,11,33.26,20.51,0.01
Rome,2014,6,12,32.26,19.98,5.12
Rome,2014,6,13,31.5,21.27,0.45
Rome,2014,6,14,28.05,20.05,9.26
Rome,2014,6,15,25.15,18.99,35.63
Rome,2014,6,16,23.46,17.21,16.78
Rome,2014,6,17,24.76,15.73,17.86
Rome,2014,6,18,23.43,17.23,8.34
Rome,2014,6,19,24.07,15.05,4.31
Rome,2014,6,20,26.59,14.8,0.02
Rome,2014,6,21,27.01,15.73,0
Rome,2014,6,22,27.73,16.18,0
Rome,2014,6,23,28.72,17.4,0
Rome,2014,6,24,28.13,16.89,0
Rome,2014,6,25,26.91,18.81,3.18
Rome,2014,6,26,24.38,17.98,5.51
Rome,2014,6,27,28.17,16.76,0.62
Rome,2014,6,28,27.99,17.24,0
Rome,2014,6,29,28.49,16.69,0.39
Rome,2014,6,30,26.61,18.13,1.55
Rome,2014,7,1,26.8,16.47,0.01
Rome,2014,7,2,26.85,16.84,1.22
Rome,2014,7,3,31.51,17.08,0
Rome,2014,7,4,29.94,19.66,0
Rome,2014,7,5,29.15,19.08,0
Rome,2014,7,6,30.3,18.62,0
Rome,2014,7,7,30.15,19.26,0.04
Rome,2014,7,8,26.17,17.37,5.41
Rome,2014,7,9,25.19,16.54,0.19
Rome,2014,7,10,21.47,15.94,5.19
Rome,2014,7,11,26.57,13.49,0.02
Rome,2014,7,12,25.29,15.93,1.33
Rome,2014,7,13,24.5,17.46,14.75
Rome,2014,7,14,23.76,17.65,4.89
Rome,2014,7,15,29.05,15.95,0.07
Rome,2014,7,16,31.01,17.4,0.76
Rome,2014,7,17,31.8,18.87,1.87
Rome,2014,7,18,32.77,18.76,0.02
Rome,2014,7,19,33.37,19.89,0
Rome,2014,7,20,32.97,20.79,0.04
Rome,2014,7,21,26.49,19.19,6.32
Rome,2014,7,22,24.38,19.09,4.81
Rome,2014,7,23,29.76,16.85,0.01
Rome,2014,7,24,27.2,18.98,1.45
Rome,2014,7,25,29.36,18.83,0
Rome,2014,7,26,27.64,19.3,2.22
Rome,2014,7,27,28.04,19.46,0.58
Rome,2014,7,28,29.23,18.65,0.61
Rome,2014,7,29,27.53,19.69,7.87
Rome,2014,7,30,23.55,17.52,17.06
Rome,2014,7,31,28.3,16.33,0.04
Rome,2014,8,1,31.16,18.67,0
Rome,2014,8,2,30.19,19.46,0.11
Rome,2014,8,3,29.41,19.65,2.27
Rome,2014,8,4,31.3,19.19,0
Rome,2014,8,5,31.01,18.76,0.06
Rome,2014,8,6,31.3,18.51,0.62
Rome,2014,8,7,31.11,17.49,0
Rome,2014,8,8,32.21,18.15,0
Rome,2014,8,9,30.73,19.79,0
Rome,2014,8,10,31.48,20.19,0
Rome,2014,8,11,32.53,19.26,0
Rome,2014,8,12,31.42,20.36,0
Rome,2014,8,13,30.52,20.2,0.02
Rome,2014,8,14,28.7,20.23,0.68
Rome,2014,8,15,27.71,17.8,0
Rome,2014,8,16,26.86,17.23,0
Rome,2014,8,17,29.07,15.84,0
Rome,2014,8,18,28.4,16.69,0
Rome,2014,8,19,28.69,16.43,0.04
Rome,2014,8,20,30.31,19.02,0.49
Rome,2014,8,21,29.9,20.38,0.28
Rome,2014,8,22,29.93,18.39,0
Rome,2014,8,23,27.99,18.17,19.92
Rome,2014,8,24,27.81,18.19,0.01
Rome,2014,8,25,29.05,17.87,0
Rome,2014,8,26,27.75,17.07,0
Rome,2014,8,27,29.4,18.6,0
Rome,2014,8,28,30.85,19.41,0.1
Rome,2014,8,29,31.03,21.3,0.4
Rome,2014,8,30,30.9,19.92,0.05
Rome,2014,8,31,29.62,20.26,0.24
Rome,2014,9,1,22.22,16.93,11.81
Rome,2014,9,2,28.25,16.88,0.21
Rome,2014,9,3,27.52,15.47,0.75
Rome,2014,9,4,27.55,16.47,0.39
Rome,2014,9,5,28.43,16.95,0.56
Rome,2014,9,6,28.8,16.62,0.41
Rome,2014,9,7,29.71,16.12,0.06
Rome,2014,9,8,29.73,18.65,0.09
Rome,2014,9,9,29.07,17.87,0.19
Rome,2014,9,10,25.13,18.48,3.16
Rome,2014,9,11,25.05,18.46,19.74
Rome,2014,9,12,25.91,16.91,4.68
Rome,2014,9,13,27.37,13.42,0
Rome,2014,9,14,27.66,15.98,0
Rome,2014,9,15,26.4,15.86,0.01
Rome,2014,9,16,26.72,17.08,3.03
Rome,2014,9,17,26.9,17.08,0.02
Rome,2014,9,18,27.94,17.91,0.18
Rome,2014,9,19,27.94,20.45,0.05
Rome,2014,9,20,29.37,20.51,0.26
Rome,2014,9,21,28.32,19.48,0
Rome,2014,9,22,27.4,18.73,0
Rome,2014,9,23,27.5,15.72,0.04
Rome,2014,9,24,22.41,16.3,3.75
Rome,2014,9,25,23.12,16.01,3.78
Rome,2014,9,26,26.69,13.65,0.01
Rome,2014,9,27,28.18,12.28,0
Rome,2014,9,28,26.6,13.44,0
Rome,2014,9,29,26.55,14.89,0.03
Rome,2014,9,30,26.4,14.85,0
Rome,2014,10,1,25.05,16.15,14.86
Rome,2014,10,2,24.12,15.87,19.52
Rome,2014,10,3,25.77,13.88,2.06
Rome,2014,10,4,24.44,15.16,0.04
Rome,2014,10,5,25.72,14.1,0.16
Rome,2014,10,6,23.41,15.01,0.04
Rome,2014,10,7,24.69,13.87,0.02
Rome,2014,10,8,25.9,15.35,0
Rome,2014,10,9,26.59,14.99,0.05
Rome,2014,10,10,27.12,15.98,0
Rome,2014,10,11,24.87,16.08,0.03
Rome,2014,10,12,24.09,15.8,0.1
Rome,2014,10,13,25.06,17.01,0.43
Rome,2014,10,14,25.27,17.09,1.34
Rome,2014,10,15,27.09,18.57,0.83
Rome,2014,10,16,24.33,17.62,1.29
Rome,2014,10,17,24.62,17.47,1.32
Rome,2014,10,18,27.09,16.7,0
Rome,2014,10,19,26.8,16.85,0.03
Rome,2014,10,20,25.87,16.28,0.06
Rome,2014,10,21,23.7,15.46,0.06
Rome,2014,10,22,20.05,8.69,0.08
Rome,2014,10,23,18.37,6.25,0.22
Rome,2014,10,24,19.46,8.88,0.44
Rome,2014,10,25,20.81,7.44,0
Rome,2014,10,26,20.51,8.52,0
Rome,2014,10,27,19.12,8.31,0.01
Rome,2014,10,28,18.4,10.67,0.01
Rome,2014,10,29,18.83,11.4,0.01
Rome,2014,10,30,20.94,9.17,0
Rome,2014,10,31,20.2,6.66,0
Rome,2014,11,1,20.2,7.52,0
Rome,2014,11,2,20.56,9.07,0
Rome,2014,11,3,19.4,9.41,0.02
Rome,2014,11,4,19.91,13.51,2.49
Rome,2014,11,5,19.35,16.64,24.78
Rome,2014,11,6,17.89,14.86,25.94
Rome,2014,11,7,20.3,14.3,47.05
Rome,2014,11,8,19.62,12.71,0.99
Rome,2014,11,9,19.61,12.73,0.43
Rome,2014,11,10,19.27,12.21,11.6
Rome,2014,11,11,18.94,13.06,5.9
Rome,2014,11,12,16.84,12.18,15.6
Rome,2014,11,13,17.01,10.94,8.6
Rome,2014,11,14,19.58,10.15,0.01
Rome,2014,11,15,17.23,10.96,16.02
Rome,2014,11,16,17.52,11.16,7.74
Rome,2014,11,17,16.19,9.83,18.65
Rome,2014,11,18,15.98,9.82,3.61
Rome,2014,11,19,16.98,9.9,1.46
Rome,2014,11,20,17.7,7.44,0.03
Rome,2014,11,21,17.12,7.34,0
Rome,2014,11,22,18.58,8.95,0
Rome,2014,11,23,18.51,10.94,0.17
Rome,2014,11,24,17.88,10.54,0.02
Rome,2014,11,25,18.69,11.24,0.41
Rome,2014,11,26,15.2,11.98,13.81
Rome,2014,11,27,16.38,10.79,13.2
Rome,2014,11,28,17.37,10.74,1.81
Rome,2014,11,29,19.17,12.9,1.24
Rome,2014,11,30,21.21,13.58,0.62
Rome,2014,12,1,17.7,11.62,11.05
Rome,2014,12,2,15.57,10.37,19.82
Rome,2014,12,3,16.14,11.53,19.58
Rome,2014,12,4,14.52,11.15,8.85
Rome,2014,12,5,14.91,10.05,5.78
Rome,2014,12,6,13.37,8.33,10.38
Rome,2014,12,7,13.22,5.92,1.05
Rome,2014,12,8,14.09,3.49,0.02
Rome,2014,12,9,12.76,3.5,0.02
Rome,2014,12,10,12.26,2.58,0
Rome,2014,12,11,12.66,4.89,0
Rome,2014,12,12,12.92,3.57,0
Rome,2014,12,13,14.51,7.44,0
Rome,2014,12,14,15.26,10.23,0.07
Rome,2014,12,15,14.2,9.38,5.25
Rome,2014,12,16,13,8.4,24.45
Rome,2014,12,17,14.19,8.43,0.83
Rome,2014,12,18,15.65,5.94,0.01
Rome,2014,12,19,15.36,6.54,0.01
Rome,2014,12,20,14.29,7.99,0.29
Rome,2014,12,21,15.67,5.84,0
Rome,2014,12,22,14.74,5.46,0.01
Rome,2014,12,23,13.9,5.83,0
Rome,2014,12,24,12.94,8.98,0
Rome,2014,12,25,12.5,8.94,0.12
Rome,2014,12,26,11.23,2.12,0.66
Rome,2014,12,27,9.51,0.33,13.66
Rome,2014,12,28,7.79,1.85,0.94
Rome,2014,12,29,5.47,-2.19,0.27
Rome,2014,12,30,2.3,-2.27,1.7
Rome,2014,12,31,0.98,-3.31,1.02
Rome,2015,1,1,6.13,-2.85,0.27
Rome,2015,1,2,9.36,0.56,0.39
Rome,2015,1,3,12.5,3.99,0.19
Rome,2015,1,4,13.91,4.9,0.35
Rome,2015,1,5,10.51,1.06,0.11
Rome,2015,1,6,12.12,1.01,0.02
Rome,2015,1,7,11.69,6.13,1.41
Rome,2015,1,8,12.98,4.55,0.14
Rome,2015,1,9,13.63,6.51,0.06
Rome,2015,1,10,14.3,6.12,0.07
Rome,2015,1,11,14.22,5.75,0.67
Rome,2015,1,12,14.12,2.57,0.02
Rome,2015,1,13,12.89,2.35,0
Rome,2015,1,14,13.05,5.99,0.06
Rome,2015,1,15,13.7,5.97,0.11
Rome,2015,1,16,13.58,5.94,0.2
Rome,2015,1,17,14.37,8.02,1.24
Rome,2015,1,18,10.92,5.03,1.99
Rome,2015,1,19,12.26,2.51,0.85
Rome,2015,1,20,10.15,5.47,11.5
Rome,2015,1,21,10.88,4.8,10.17
Rome,2015,1,22,10.4,6.12,10.56
Rome,2015,1,23,13.15,5.89,2.51
Rome,2015,1,24,13.08,3.34,0.35
Rome,2015,1,25,9.05,2.56,2.05
Rome,2015,1,26,10.01,0.91,0.22
Rome,2015,1,27,9.36,-1.35,0.48
Rome,2015,1,28,8.01,-0.85,0.45
Rome,2015,1,29,8.46,-0.95,9.22
Rome,2015,1,30,11.64,4.27,13.75
Rome,2015,1,31,8.74,2.94,11.56
Rome,2015,2,1,8.51,2.29,4.57
Rome,2015,2,2,8.61,1.05,3.11
Rome,2015,2,3,8.15,1.07,21.92
Rome,2015,2,4,10.5,5.76,20.84
Rome,2015,2,5,11.16,5.73,28.88
Rome,2015,2,6,8.65,4.76,9.86
Rome,2015,2,7,9.14,3.9,7.29
Rome,2015,2,8,9.13,1.46,0.14
Rome,2015,2,9,5.61,-1.07,0.02
Rome,2015,2,10,13.24,-1.2,0
Rome,2015,2,11,14.29,1.35,0
Rome,2015,2,12,12.95,3.07,0
Rome,2015,2,13,10.59,6.21,0.3
Rome,2015,2,14,11.67,4.87,0.54
Rome,2015,2,15,10.8,5.76,2.28
Rome,2015,2,16,11.41,6.87,4.11
Rome,2015,2,17,16.42,4.82,0.02
Rome,2015,2,18,14.83,3.19,0
Rome,2015,2,19,12.63,3.15,0
Rome,2015,2,20,12.62,1.99,0.02
Rome,2015,2,21,9.27,2.92,3.56
Rome,2015,2,22,11.33,7.16,5.8
Rome,2015,2,23,15.71,5.29,0.06
Rome,2015,2,24,12.7,6.09,13.61
Rome,2015,2,25,14.74,7.07,0.99
Rome,2015,2,26,14.2,5.12,0.3
Rome,2015,2,27,15.13,3.43,0
Rome,2015,2,28,15.2,3.58,0.01
Rome,2015,3,1,13.42,4.62,0.01
Rome,2015,3,2,13.44,6.4,2.33
Rome,2015,3,3,17.58,8.07,0.05
Rome,2015,3,4,14.51,6.41,22.42
Rome,2015,3,5,8.47,4.85,31.21
Rome,2015,3,6,9.64,2.91,0
Rome,2015,3,7,9.84,1.4,0
Rome,2015,3,8,13.98,1.29,0
Rome,2015,3,9,14.68,4.01,0
Rome,2015,3,10,13.99,3.24,0
Rome,2015,3,11,16.1,3.75,0
Rome,2015,3,12,12.2,2.94,0.12
Rome,2015,3,13,15.02,1.45,0
Rome,2015,3,14,13.83,4.22,0
Rome,2015,3,15,11.39,6.21,8.81
Rome,2015,3,16,12.3,7.9,25.19
Rome,2015,3,17,14.52,8.03,7.57
Rome,2015,3,18,17.26,5.98,0.03
Rome,2015,3,19,18.23,7.14,0
Rome,2015,3,20,16.33,6.41,0
Rome,2015,3,21,13.31,4.95,0.01
Rome,2015,3,22,12.09,5.9,6.88
Rome,2015,3,23,17.4,6.72,0.07
Rome,2015,3,24,18.04,8.41,1.02
Rome,2015,3,25,14.76,10.36,50.8
Rome,2015,3,26,18.29,10.39,6.98
Rome,2015,3,27,17.23,8.87,1.89
Rome,2015,3,28,16.53,5.58,0
Rome,2015,3,29,19.11,4.13,0
Rome,2015,3,30,18.4,8.61,0.18
Rome,2015,3,31,19.26,8.21,0.06
Rome,2015,4,1,19.74,8.98,0.01
Rome,2015,4,2,17.9,6.99,0.02
Rome,2015,4,3,19.12,8.42,0.16
Rome,2015,4,4,14.12,8.39,5.72
Rome,2015,4,5,10.93,6.62,11.72
Rome,2015,4,6,12.8,2.89,0.04
Rome,2015,4,7,10.31,1.98,0
Rome,2015,4,8,14.62,1.09,0
Rome,2015,4,9,19.01,3.57,0
Rome,2015,4,10,18.07,5.87,0.02
Rome,2015,4,11,16.3,6.09,0.02
Rome,2015,4,12,20.16,6.94,0.03
Rome,2015,4,13,21.65,10.09,0.01
Rome,2015,4,14,22.37,10.15,0.01
Rome,2015,4,15,21.19,9.37,0.03
Rome,2015,4,16,20.82,9.51,0.03
Rome,2015,4,17,20.74,10.93,0.57
Rome,2015,4,18,20.26,9.64,0.16
Rome,2015,4,19,17.51,9.15,0.3
Rome,2015,4,20,18.84,10.33,0.11
Rome,2015,4,21,21.76,7.48,0.03
Rome,2015,4,22,22.08,9.37,0
Rome,2015,4,23,20.57,10.6,0.01
Rome,2015,4,24,20.73,10.2,0.23
Rome,2015,4,25,20.41,10.33,0.08
Rome,2015,4,26,20.79,11.93,0.07
Rome,2015,4,27,16.58,10.99,32.22
Rome,2015,4,28,17.85,11.01,12
Rome,2015,4,29,19.85,9.98,0.45
Rome,2015,4,30,18.39,10.02,0.31
Rome,2015,5,1,19.4,9.27,0.15
Rome,2015,5,2,21.48,12.92,0.38
Rome,2015,5,3,23.3,11.8,0.02
Rome,2015,5,4,25.96,14.03,0.01
Rome,2015,5,5,27.62,16.04,0
Rome,2015,5,6,25.73,15.6,0.02
Rome,2015,5,7,27.38,15.21,0
Rome,2015,5,8,25.8,14.44,0
Rome,2015,5,9,25.45,12.48,0.33
Rome,2015,5,10,26.26,14.25,0.17
Rome,2015,5,11,26.18,12.89,0.01
Rome,2015,5,12,26.36,13.58,0
Rome,2015,5,13,25.72,13.86,0
Rome,2015,5,14,24.73,13.36,0
Rome,2015,5,15,22.93,13.69,0.12
Rome,2015,5,16,21.51,12.31,0.3
Rome,2015,5,17,30.64,14.69,0.08
Rome,2015,5,18,28.84,15.38,0
Rome,2015,5,19,26.18,14.83,0
Rome,2015,5,20,23.77,13.8,0.06
Rome,2015,5,21,19.23,11.43,0.02
Rome,2015,5,22,15.35,8.34,5.59
Rome,2015,5,23,16.83,10.73,4.27
Rome,2015,5,24,17.65,10.24,2.93
Rome,2015,5,25,22.67,10.11,0.1
Rome,2015,5,26,21.86,12.28,3.92
Rome,2015,5,27,20.29,11.85,3.44
Rome,2015,5,28,23.15,9.43,0.01
Rome,2015,5,29,24.87,12.1,0.01
Rome,2015,5,30,24.33,12.76,0.02
Rome,2015,5,31,26.74,13.52,0.73
Rome,2015,6,1,26.26,16.68,6.19
Rome,2015,6,2,28.12,16.13,0.02
Rome,2015,6,3,29.22,16.27,0.03
Rome,2015,6,4,30.44,17.96,0.08
Rome,2015,6,5,32.26,18.39,0.76
Rome,2015,6,6,30.17,20.5,0.42
Rome,2015,6,7,31.15,19.88,0.95
Rome,2015,6,8,28.67,19.33,1.76
Rome,2015,6,9,27.79,18.71,0.63
Rome,2015,6,10,29.54,18.97,1.27
Rome,2015,6,11,29.36,19.26,0.38
Rome,2015,6,12,28.59,18.57,0.07
Rome,2015,6,13,30.94,19.48,0.76
Rome,2015,6,14,25.23,18.38,1.07
Rome,2015,6,15,24.7,16.85,0.8
Rome,2015,6,16,26.23,17.85,1.25
Rome,2015,6,17,25.15,16.96,8.5
Rome,2015,6,18,26.26,13.69,0
Rome,2015,6,19,27.8,14.23,0.05
Rome,2015,6,20,26.24,17,2.77
Rome,2015,6,21,27.55,14.1,0.39
Rome,2015,6,22,27.2,14.28,0
Rome,2015,6,23,26.95,16.55,2.54
Rome,2015,6,24,28.14,18.45,1.97
Rome,2015,6,25,26.7,17.24,0.01
Rome,2015,6,26,29.33,13.7,0
Rome,2015,6,27,30.98,16,0
Rome,2015,6,28,31.15,18.12,0.87
Rome,2015,6,29,31.58,17.62,0
Rome,2015,6,30,31.66,19.32,0.03
Rome,2015,7,1,32.66,19.01,0
Rome,2015,7,2,32.55,20.54,0
Rome,2015,7,3,34.12,20.73,0.02
Rome,2015,7,4,34.69,21.52,0
Rome,2015,7,5,33.65,21.49,0.1
Rome,2015,7,6,34.8,22.99,0.01
Rome,2015,7,7,34.65,23.31,0.74
Rome,2015,7,8,33.01,23.11,0.06
Rome,2015,7,9,32.79,22.35,0.13
Rome,2015,7,10,33.96,23.01,0.13
Rome,2015,7,11,33.4,22.12,0
Rome,2015,7,12,33.89,21.25,0.01
Rome,2015,7,13,32.05,21.6,0.01
Rome,2015,7,14,35.47,21.87,0.77
Rome,2015,7,15,35.34,24.47,1.2
Rome,2015,7,16,36.1,25.83,0.02
Rome,2015,7,17,36.46,24.87,0
Rome,2015,7,18,36.91,23.62,0.01
Rome,2015,7,19,36.33,23.89,0
Rome,2015,7,20,36.71,23.45,0.02
Rome,2015,7,21,36.6,25.08,0.06
Rome,2015,7,22,35.68,25.1,0.24
Rome,2015,7,23,36.42,24.27,7.58
Rome,2015,7,24,34.1,23.11,2.27
Rome,2015,7,25,31.89,23.29,0.27
Rome,2015,7,26,32.06,22.72,0.02
Rome,2015,7,27,31.64,20.86,0
Rome,2015,7,28,31.62,21.69,0
Rome,2015,7,29,33.46,19.81,0
Rome,2015,7,30,33.55,21.21,0.07
Rome,2015,7,31,34.79,23.54,0.07
Rome,2015,8,1,33.84,23.69,0.05
Rome,2015,8,2,33.8,22.1,0.06
Rome,2015,8,3,35.13,22.3,0
Rome,2015,8,4,35.94,22.38,0.04
Rome,2015,8,5,36.68,23.83,0.18
Rome,2015,8,6,37.37,24.3,0.02
Rome,2015,8,7,36.55,25.01,0.03
Rome,2015,8,8,36.51,26.09,1.39
Rome,2015,8,9,35.32,24.64,1.89
Rome,2015,8,10,29.83,22.76,15.08
Rome,2015,8,11,28.84,21.76,16.56
Rome,2015,8,12,35.48,20.23,0.08
Rome,2015,8,13,36.69,22.6,0.01
Rome,2015,8,14,34.33,24.24,0.15
Rome,2015,8,15,30.24,22.12,1.31
Rome,2015,8,16,26.32,19.37,2.78
Rome,2015,8,17,28.25,18.55,0.11
Rome,2015,8,18,29.52,18.61,0.05
Rome,2015,8,19,26.35,18.9,22.4
Rome,2015,8,20,28.92,16.91,0.01
Rome,2015,8,21,30.44,17.76,0.46
Rome,2015,8,22,30.25,16.66,0.11
Rome,2015,8,23,29.81,17.75,0.01
Rome,2015,8,24,29.65,19.74,0.92
Rome,2015,8,25,30.49,20.9,0.93
Rome,2015,8,26,31.15,19.3,0
Rome,2015,8,27,32.24,19.55,0
Rome,2015,8,28,32.21,20.08,0
Rome,2015,8,29,33.9,20.63,0.01
Rome,2015,8,30,34.83,22.53,0
Rome,2015,8,31,34.89,23.08,0
Rome,2015,9,1,33.65,22.57,0
Rome,2015,9,2,30.76,20.65,0.02
Rome,2015,9,3,30.37,19.42,0.1
Rome,2015,9,4,27.05,20.94,6.9
Rome,2015,9,5,27.41,18.36,11.46
Rome,2015,9,6,26.61,17.23,0.01
Rome,2015,9,7,27.61,17.23,0.01
Rome,2015,9,8,26.07,16.05,0
Rome,2015,9,9,25.57,17.29,0
Rome,2015,9,10,27.71,13.58,0
